# 来源 war3map.w3r 的 RctPlayer_0..7，加上 war3map.wpm。
# 每个区域 1152×2048，按 128 分成 9 列 × 16 行。抽查的 144 个中心点都可走且可造。
# 不是模拟器里的 6×4。本文件先不接 CombatSim。
# w3i 开始点与这些区域不是一一对应，见 starts.txt。
region,col,row,x,y,walk,build
RctPlayer_3,8,15,-832,2432,1,1
RctPlayer_4,0,0,832,3200,1,1
RctPlayer_4,1,0,960,3200,1,1
RctPlayer_4,2,0,1088,3200,1,1
RctPlayer_4,3,0,1216,3200,1,1
RctPlayer_4,4,0,1344,3200,1,1
RctPlayer_4,5,0,1472,3200,1,1
RctPlayer_4,6,0,1600,3200,1,1
RctPlayer_4,7,0,1728,3200,1,1
RctPlayer_4,8,0,1856,3200,1,1
RctPlayer_4,0,1,832,3328,1,1
RctPlayer_4,1,1,960,3328,1,1
RctPlayer_4,2,1,1088,3328,1,1
RctPlayer_4,3,1,1216,3328,1,1
RctPlayer_4,4,1,1344,3328,1,1
RctPlayer_4,5,1,1472,3328,1,1
RctPlayer_4,6,1,1600,3328,1,1
RctPlayer_4,7,1,1728,3328,1,1
RctPlayer_4,8,1,1856,3328,1,1
RctPlayer_4,0,2,832,3456,1,1
RctPlayer_4,1,2,960,3456,1,1
RctPlayer_4,2,2,1088,3456,1,1
RctPlayer_4,3,2,1216,3456,1,1
RctPlayer_4,4,2,1344,3456,1,1
RctPlayer_4,5,2,1472,3456,1,1
RctPlayer_4,6,2,1600,3456,1,1
RctPlayer_4,7,2,1728,3456,1,1
RctPlayer_4,8,2,1856,3456,1,1
RctPlayer_4,0,3,832,3584,1,1
RctPlayer_4,1,3,960,3584,1,1
RctPlayer_4,2,3,1088,3584,1,1
RctPlayer_4,3,3,1216,3584,1,1
RctPlayer_4,4,3,1344,3584,1,1
RctPlayer_4,5,3,1472,3584,1,1
RctPlayer_4,6,3,1600,3584,1,1
RctPlayer_4,7,3,1728,3584,1,1
RctPlayer_4,8,3,1856,3584,1,1
RctPlayer_4,0,4,832,3712,1,1
RctPlayer_4,1,4,960,3712,1,1
RctPlayer_4,2,4,1088,3712,1,1
RctPlayer_4,3,4,1216,3712,1,1
RctPlayer_4,4,4,1344,3712,1,1
RctPlayer_4,5,4,1472,3712,1,1
RctPlayer_4,6,4,1600,3712,1,1
RctPlayer_4,7,4,1728,3712,1,1
RctPlayer_4,8,4,1856,3712,1,1
RctPlayer_4,0,5,832,3840,1,1
RctPlayer_4,1,5,960,3840,1,1
RctPlayer_4,2,5,1088,3840,1,1
RctPlayer_4,3,5,1216,3840,1,1
RctPlayer_4,4,5,1344,3840,1,1
RctPlayer_4,5,5,1472,3840,1,1
RctPlayer_4,6,5,1600,3840,1,1
RctPlayer_4,7,5,1728,3840,1,1
RctPlayer_4,8,5,1856,3840,1,1
RctPlayer_4,0,6,832,3968,1,1
RctPlayer_4,1,6,960,3968,1,1
RctPlayer_4,2,6,1088,3968,1,1
RctPlayer_4,3,6,1216,3968,1,1
RctPlayer_4,4,6,1344,3968,1,1
RctPlayer_4,5,6,1472,3968,1,1
RctPlayer_4,6,6,1600,3968,1,1
RctPlayer_4,7,6,1728,3968,1,1
RctPlayer_4,8,6,1856,3968,1,1
RctPlayer_4,0,7,832,4096,1,1
RctPlayer_4,1,7,960,4096,1,1
RctPlayer_4,2,7,1088,4096,1,1
RctPlayer_4,3,7,1216,4096,1,1
RctPlayer_4,4,7,1344,4096,1,1
RctPlayer_4,5,7,1472,4096,1,1
RctPlayer_4,6,7,1600,4096,1,1
RctPlayer_4,7,7,1728,4096,1,1
RctPlayer_4,8,7,1856,4096,1,1
RctPlayer_4,0,8,832,4224,1,1
RctPlayer_4,1,8,960,4224,1,1
RctPlayer_4,2,8,1088,4224,1,1
RctPlayer_4,3,8,1216,4224,1,1
RctPlayer_4,4,8,1344,4224,1,1
RctPlayer_4,5,8,1472,4224,1,1
RctPlayer_4,6,8,1600,4224,1,1
RctPlayer_4,7,8,1728,4224,1,1
RctPlayer_4,8,8,1856,4224,1,1
RctPlayer_4,0,9,832,4352,1,1
RctPlayer_4,1,9,960,4352,1,1
RctPlayer_4,2,9,1088,4352,1,1
RctPlayer_4,3,9,1216,4352,1,1
RctPlayer_4,4,9,1344,4352,1,1
RctPlayer_4,5,9,1472,4352,1,1
RctPlayer_4,6,9,1600,4352,1,1
RctPlayer_4,7,9,1728,4352,1,1
RctPlayer_4,8,9,1856,4352,1,1
RctPlayer_4,0,10,832,4480,1,1
RctPlayer_4,1,10,960,4480,1,1
RctPlayer_4,2,10,1088,4480,1,1
RctPlayer_4,3,10,1216,4480,1,1
RctPlayer_4,4,10,1344,4480,1,1
RctPlayer_4,5,10,1472,4480,1,1
RctPlayer_4,6,10,1600,4480,1,1
RctPlayer_4,7,10,1728,4480,1,1
RctPlayer_4,8,10,1856,4480,1,1
RctPlayer_4,0,11,832,4608,1,1
RctPlayer_4,1,11,960,4608,1,1
RctPlayer_4,2,11,1088,4608,1,1
RctPlayer_4,3,11,1216,4608,1,1
RctPlayer_4,4,11,1344,4608,1,1
RctPlayer_4,5,11,1472,4608,1,1
RctPlayer_4,6,11,1600,4608,1,1
RctPlayer_4,7,11,1728,4608,1,1
RctPlayer_4,8,11,1856,4608,1,1
RctPlayer_4,0,12,832,4736,1,1
RctPlayer_4,1,12,960,4736,1,1
RctPlayer_4,2,12,1088,4736,1,1
RctPlayer_4,3,12,1216,4736,1,1
RctPlayer_4,4,12,1344,4736,1,1
RctPlayer_4,5,12,1472,4736,1,1
RctPlayer_4,6,12,1600,4736,1,1
RctPlayer_4,7,12,1728,4736,1,1
RctPlayer_4,8,12,1856,4736,1,1
RctPlayer_4,0,13,832,4864,1,1
RctPlayer_4,1,13,960,4864,1,1
RctPlayer_4,2,13,1088,4864,1,1
RctPlayer_4,3,13,1216,4864,1,1
RctPlayer_4,4,13,1344,4864,1,1
RctPlayer_4,5,13,1472,4864,1,1
RctPlayer_4,6,13,1600,4864,1,1
RctPlayer_4,7,13,1728,4864,1,1
RctPlayer_4,8,13,1856,4864,1,1
RctPlayer_4,0,14,832,4992,1,1
RctPlayer_4,1,14,960,4992,1,1
RctPlayer_4,2,14,1088,4992,1,1
RctPlayer_4,3,14,1216,4992,1,1
RctPlayer_4,4,14,1344,4992,1,1
RctPlayer_4,5,14,1472,4992,1,1
RctPlayer_4,6,14,1600,4992,1,1
RctPlayer_4,7,14,1728,4992,1,1
RctPlayer_4,8,14,1856,4992,1,1
RctPlayer_4,0,15,832,5120,1,1
RctPlayer_4,1,15,960,5120,1,1
RctPlayer_4,2,15,1088,5120,1,1
RctPlayer_4,3,15,1216,5120,1,1
RctPlayer_4,4,15,1344,5120,1,1
RctPlayer_4,5,15,1472,5120,1,1
RctPlayer_4,6,15,1600,5120,1,1
RctPlayer_4,7,15,1728,5120,1,1
RctPlayer_4,8,15,1856,5120,1,1
RctPlayer_5,0,0,832,512,1,1
RctPlayer_5,1,0,960,512,1,1
RctPlayer_5,2,0,1088,512,1,1
RctPlayer_5,3,0,1216,512,1,1
RctPlayer_5,4,0,1344,512,1,1
RctPlayer_5,5,0,1472,512,1,1
RctPlayer_5,6,0,1600,512,1,1
RctPlayer_5,7,0,1728,512,1,1
RctPlayer_5,8,0,1856,512,1,1
RctPlayer_5,0,1,832,640,1,1
RctPlayer_5,1,1,960,640,1,1
RctPlayer_5,2,1,1088,640,1,1
RctPlayer_5,3,1,1216,640,1,1
RctPlayer_5,4,1,1344,640,1,1
RctPlayer_5,5,1,1472,640,1,1
RctPlayer_5,6,1,1600,640,1,1
RctPlayer_5,7,1,1728,640,1,1
RctPlayer_5,8,1,1856,640,1,1
RctPlayer_5,0,2,832,768,1,1
RctPlayer_5,1,2,960,768,1,1
RctPlayer_5,2,2,1088,768,1,1
RctPlayer_5,3,2,1216,768,1,1
RctPlayer_5,4,2,1344,768,1,1
RctPlayer_5,5,2,1472,768,1,1
RctPlayer_5,6,2,1600,768,1,1
RctPlayer_5,7,2,1728,768,1,1
RctPlayer_5,8,2,1856,768,1,1
RctPlayer_5,0,3,832,896,1,1
RctPlayer_5,1,3,960,896,1,1
RctPlayer_5,2,3,1088,896,1,1
RctPlayer_5,3,3,1216,896,1,1
RctPlayer_5,4,3,1344,896,1,1
RctPlayer_5,5,3,1472,896,1,1
RctPlayer_5,6,3,1600,896,1,1
RctPlayer_5,7,3,1728,896,1,1
RctPlayer_5,8,3,1856,896,1,1
RctPlayer_5,0,4,832,1024,1,1
RctPlayer_5,1,4,960,1024,1,1
RctPlayer_5,2,4,1088,1024,1,1
RctPlayer_5,3,4,1216,1024,1,1
RctPlayer_5,4,4,1344,1024,1,1
RctPlayer_5,5,4,1472,1024,1,1
RctPlayer_5,6,4,1600,1024,1,1
RctPlayer_5,7,4,1728,1024,1,1
RctPlayer_5,8,4,1856,1024,1,1
RctPlayer_5,0,5,832,1152,1,1
RctPlayer_5,1,5,960,1152,1,1
RctPlayer_5,2,5,1088,1152,1,1
RctPlayer_5,3,5,1216,1152,1,1
RctPlayer_5,4,5,1344,1152,1,1
RctPlayer_5,5,5,1472,1152,1,1
RctPlayer_5,6,5,1600,1152,1,1
RctPlayer_5,7,5,1728,1152,1,1
RctPlayer_5,8,5,1856,1152,1,1
RctPlayer_5,0,6,832,1280,1,1
RctPlayer_5,1,6,960,1280,1,1
RctPlayer_5,2,6,1088,1280,1,1
RctPlayer_5,3,6,1216,1280,1,1
RctPlayer_5,4,6,1344,1280,1,1
RctPlayer_5,5,6,1472,1280,1,1
RctPlayer_5,6,6,1600,1280,1,1
RctPlayer_5,7,6,1728,1280,1,1
RctPlayer_5,8,6,1856,1280,1,1
RctPlayer_5,0,7,832,1408,1,1
RctPlayer_5,1,7,960,1408,1,1
RctPlayer_5,2,7,1088,1408,1,1
RctPlayer_5,3,7,1216,1408,1,1
RctPlayer_5,4,7,1344,1408,1,1
RctPlayer_5,5,7,1472,1408,1,1
RctPlayer_5,6,7,1600,1408,1,1
RctPlayer_5,7,7,1728,1408,1,1
RctPlayer_5,8,7,1856,1408,1,1
RctPlayer_5,0,8,832,1536,1,1
RctPlayer_5,1,8,960,1536,1,1
RctPlayer_5,2,8,1088,1536,1,1
RctPlayer_5,3,8,1216,1536,1,1
RctPlayer_5,4,8,1344,1536,1,1
RctPlayer_5,5,8,1472,1536,1,1
RctPlayer_5,6,8,1600,1536,1,1
RctPlayer_5,7,8,1728,1536,1,1
RctPlayer_5,8,8,1856,1536,1,1
RctPlayer_5,0,9,832,1664,1,1
RctPlayer_5,1,9,960,1664,1,1
RctPlayer_5,2,9,1088,1664,1,1
RctPlayer_5,3,9,1216,1664,1,1
RctPlayer_5,4,9,1344,1664,1,1
RctPlayer_5,5,9,1472,1664,1,1
RctPlayer_5,6,9,1600,1664,1,1
RctPlayer_5,7,9,1728,1664,1,1
RctPlayer_5,8,9,1856,1664,1,1
RctPlayer_5,0,10,832,1792,1,1
RctPlayer_5,1,10,960,1792,1,1
RctPlayer_5,2,10,1088,1792,1,1
RctPlayer_5,3,10,1216,1792,1,1
RctPlayer_5,4,10,1344,1792,1,1
RctPlayer_5,5,10,1472,1792,1,1
RctPlayer_5,6,10,1600,1792,1,1
RctPlayer_5,7,10,1728,1792,1,1
RctPlayer_5,8,10,1856,1792,1,1
RctPlayer_5,0,11,832,1920,1,1
RctPlayer_5,1,11,960,1920,1,1
RctPlayer_5,2,11,1088,1920,1,1
RctPlayer_5,3,11,1216,1920,1,1
RctPlayer_5,4,11,1344,1920,1,1
RctPlayer_5,5,11,1472,1920,1,1
RctPlayer_5,6,11,1600,1920,1,1
RctPlayer_5,7,11,1728,1920,1,1
RctPlayer_5,8,11,1856,1920,1,1
RctPlayer_5,0,12,832,2048,1,1
RctPlayer_5,1,12,960,2048,1,1
RctPlayer_5,2,12,1088,2048,1,1
RctPlayer_5,3,12,1216,2048,1,1
RctPlayer_5,4,12,1344,2048,1,1
RctPlayer_5,5,12,1472,2048,1,1
RctPlayer_5,6,12,1600,2048,1,1
RctPlayer_5,7,12,1728,2048,1,1
RctPlayer_5,8,12,1856,2048,1,1
RctPlayer_5,0,13,832,2176,1,1
RctPlayer_5,1,13,960,2176,1,1
RctPlayer_5,2,13,1088,2176,1,1
RctPlayer_5,3,13,1216,2176,1,1
RctPlayer_5,4,13,1344,2176,1,1
RctPlayer_5,5,13,1472,2176,1,1
RctPlayer_5,6,13,1600,2176,1,1
RctPlayer_5,7,13,1728,2176,1,1
RctPlayer_5,8,13,1856,2176,1,1
RctPlayer_5,0,14,832,2304,1,1
RctPlayer_5,1,14,960,2304,1,1
RctPlayer_5,2,14,1088,2304,1,1
RctPlayer_5,3,14,1216,2304,1,1
RctPlayer_5,4,14,1344,2304,1,1
RctPlayer_5,5,14,1472,2304,1,1
RctPlayer_5,6,14,1600,2304,1,1
RctPlayer_5,7,14,1728,2304,1,1
RctPlayer_5,8,14,1856,2304,1,1
RctPlayer_5,0,15,832,2432,1,1
RctPlayer_5,1,15,960,2432,1,1
RctPlayer_5,2,15,1088,2432,1,1
RctPlayer_5,3,15,1216,2432,1,1
RctPlayer_5,4,15,1344,2432,1,1
RctPlayer_5,5,15,1472,2432,1,1
RctPlayer_5,6,15,1600,2432,1,1
RctPlayer_5,7,15,1728,2432,1,1
RctPlayer_5,8,15,1856,2432,1,1
RctPlayer_6,0,0,5184,3200,1,1
RctPlayer_6,1,0,5312,3200,1,1
RctPlayer_6,2,0,5440,3200,1,1
RctPlayer_6,3,0,5568,3200,1,1
RctPlayer_6,4,0,5696,3200,1,1
RctPlayer_6,5,0,5824,3200,1,1
RctPlayer_6,6,0,5952,3200,1,1
RctPlayer_6,7,0,6080,3200,1,1
RctPlayer_6,8,0,6208,3200,1,1
RctPlayer_6,0,1,5184,3328,1,1
RctPlayer_6,1,1,5312,3328,1,1
RctPlayer_6,2,1,5440,3328,1,1
RctPlayer_6,3,1,5568,3328,1,1
RctPlayer_6,4,1,5696,3328,1,1
RctPlayer_6,5,1,5824,3328,1,1
RctPlayer_6,6,1,5952,3328,1,1
RctPlayer_6,7,1,6080,3328,1,1
RctPlayer_6,8,1,6208,3328,1,1
RctPlayer_6,0,2,5184,3456,1,1
RctPlayer_6,1,2,5312,3456,1,1
RctPlayer_6,2,2,5440,3456,1,1
RctPlayer_6,3,2,5568,3456,1,1
RctPlayer_6,4,2,5696,3456,1,1
RctPlayer_6,5,2,5824,3456,1,1
RctPlayer_6,6,2,5952,3456,1,1
RctPlayer_6,7,2,6080,3456,1,1
RctPlayer_6,8,2,6208,3456,1,1
RctPlayer_6,0,3,5184,3584,1,1
RctPlayer_6,1,3,5312,3584,1,1
RctPlayer_6,2,3,5440,3584,1,1
RctPlayer_6,3,3,5568,3584,1,1
RctPlayer_6,4,3,5696,3584,1,1
RctPlayer_6,5,3,5824,3584,1,1
RctPlayer_6,6,3,5952,3584,1,1
RctPlayer_6,7,3,6080,3584,1,1
RctPlayer_6,8,3,6208,3584,1,1
RctPlayer_6,0,4,5184,3712,1,1
RctPlayer_6,1,4,5312,3712,1,1
RctPlayer_6,2,4,5440,3712,1,1
RctPlayer_6,3,4,5568,3712,1,1
RctPlayer_6,4,4,5696,3712,1,1
RctPlayer_6,5,4,5824,3712,1,1
RctPlayer_6,6,4,5952,3712,1,1
RctPlayer_6,7,4,6080,3712,1,1
RctPlayer_6,8,4,6208,3712,1,1
RctPlayer_6,0,5,5184,3840,1,1
RctPlayer_6,1,5,5312,3840,1,1
RctPlayer_6,2,5,5440,3840,1,1
RctPlayer_6,3,5,5568,3840,1,1
RctPlayer_6,4,5,5696,3840,1,1
RctPlayer_6,5,5,5824,3840,1,1
RctPlayer_6,6,5,5952,3840,1,1
RctPlayer_6,7,5,6080,3840,1,1
RctPlayer_6,8,5,6208,3840,1,1
RctPlayer_6,0,6,5184,3968,1,1
RctPlayer_6,1,6,5312,3968,1,1
RctPlayer_6,2,6,5440,3968,1,1
RctPlayer_6,3,6,5568,3968,1,1
RctPlayer_6,4,6,5696,3968,1,1
RctPlayer_6,5,6,5824,3968,1,1
RctPlayer_6,6,6,5952,3968,1,1
RctPlayer_6,7,6,6080,3968,1,1
RctPlayer_6,8,6,6208,3968,1,1
RctPlayer_6,0,7,5184,4096,1,1
RctPlayer_6,1,7,5312,4096,1,1
RctPlayer_6,2,7,5440,4096,1,1
RctPlayer_6,3,7,5568,4096,1,1
RctPlayer_6,4,7,5696,4096,1,1
RctPlayer_6,5,7,5824,4096,1,1
RctPlayer_6,6,7,5952,4096,1,1
RctPlayer_6,7,7,6080,4096,1,1
RctPlayer_6,8,7,6208,4096,1,1
RctPlayer_6,0,8,5184,4224,1,1
RctPlayer_6,1,8,5312,4224,1,1
RctPlayer_6,2,8,5440,4224,1,1
RctPlayer_6,3,8,5568,4224,1,1
RctPlayer_6,4,8,5696,4224,1,1
RctPlayer_6,5,8,5824,4224,1,1
RctPlayer_6,6,8,5952,4224,1,1
RctPlayer_6,7,8,6080,4224,1,1
RctPlayer_6,8,8,6208,4224,1,1
RctPlayer_6,0,9,5184,4352,1,1
RctPlayer_6,1,9,5312,4352,1,1
RctPlayer_6,2,9,5440,4352,1,1
RctPlayer_6,3,9,5568,4352,1,1
RctPlayer_6,4,9,5696,4352,1,1
RctPlayer_6,5,9,5824,4352,1,1
RctPlayer_6,6,9,5952,4352,1,1
RctPlayer_6,7,9,6080,4352,1,1
RctPlayer_6,8,9,6208,4352,1,1
RctPlayer_6,0,10,5184,4480,1,1
RctPlayer_6,1,10,5312,4480,1,1
RctPlayer_6,2,10,5440,4480,1,1
RctPlayer_6,3,10,5568,4480,1,1
RctPlayer_6,4,10,5696,4480,1,1
RctPlayer_6,5,10,5824,4480,1,1
RctPlayer_6,6,10,5952,4480,1,1
RctPlayer_6,7,10,6080,4480,1,1
RctPlayer_6,8,10,6208,4480,1,1
RctPlayer_6,0,11,5184,4608,1,1
RctPlayer_6,1,11,5312,4608,1,1
RctPlayer_6,2,11,5440,4608,1,1
RctPlayer_6,3,11,5568,4608,1,1
RctPlayer_6,4,11,5696,4608,1,1
RctPlayer_6,5,11,5824,4608,1,1
RctPlayer_6,6,11,5952,4608,1,1
RctPlayer_6,7,11,6080,4608,1,1
RctPlayer_6,8,11,6208,4608,1,1
RctPlayer_6,0,12,5184,4736,1,1
RctPlayer_6,1,12,5312,4736,1,1
RctPlayer_6,2,12,5440,4736,1,1
RctPlayer_6,3,12,5568,4736,1,1
RctPlayer_6,4,12,5696,4736,1,1
RctPlayer_6,5,12,5824,4736,1,1
RctPlayer_6,6,12,5952,4736,1,1
RctPlayer_6,7,12,6080,4736,1,1
RctPlayer_6,8,12,6208,4736,1,1
RctPlayer_6,0,13,5184,4864,1,1
RctPlayer_6,1,13,5312,4864,1,1
RctPlayer_6,2,13,5440,4864,1,1
RctPlayer_6,3,13,5568,4864,1,1
RctPlayer_6,4,13,5696,4864,1,1
RctPlayer_6,5,13,5824,4864,1,1
RctPlayer_6,6,13,5952,4864,1,1
RctPlayer_6,7,13,6080,4864,1,1
RctPlayer_6,8,13,6208,4864,1,1
RctPlayer_6,0,14,5184,4992,1,1
RctPlayer_6,1,14,5312,4992,1,1
RctPlayer_6,2,14,5440,4992,1,1
RctPlayer_6,3,14,5568,4992,1,1
RctPlayer_6,4,14,5696,4992,1,1
RctPlayer_6,5,14,5824,4992,1,1
RctPlayer_6,6,14,5952,4992,1,1
RctPlayer_6,7,14,6080,4992,1,1
RctPlayer_6,8,14,6208,4992,1,1
RctPlayer_6,0,15,5184,5120,1,1
RctPlayer_6,1,15,5312,5120,1,1
RctPlayer_6,2,15,5440,5120,1,1
RctPlayer_6,3,15,5568,5120,1,1
RctPlayer_6,4,15,5696,5120,1,1
RctPlayer_6,5,15,5824,5120,1,1
RctPlayer_6,6,15,5952,5120,1,1
RctPlayer_6,7,15,6080,5120,1,1
RctPlayer_6,8,15,6208,5120,1,1
RctPlayer_7,0,0,5184,512,1,1
RctPlayer_7,1,0,5312,512,1,1
RctPlayer_7,2,0,5440,512,1,1
RctPlayer_7,3,0,5568,512,1,1
RctPlayer_7,4,0,5696,512,1,1
RctPlayer_7,5,0,5824,512,1,1
RctPlayer_7,6,0,5952,512,1,1
RctPlayer_7,7,0,6080,512,1,1
RctPlayer_7,8,0,6208,512,1,1
RctPlayer_7,0,1,5184,640,1,1
RctPlayer_7,1,1,5312,640,1,1
RctPlayer_7,2,1,5440,640,1,1
RctPlayer_7,3,1,5568,640,1,1
RctPlayer_7,4,1,5696,640,1,1
RctPlayer_7,5,1,5824,640,1,1
RctPlayer_7,6,1,5952,640,1,1
RctPlayer_7,7,1,6080,640,1,1
RctPlayer_7,8,1,6208,640,1,1
RctPlayer_7,0,2,5184,768,1,1
RctPlayer_7,1,2,5312,768,1,1
RctPlayer_7,2,2,5440,768,1,1
RctPlayer_7,3,2,5568,768,1,1
RctPlayer_7,4,2,5696,768,1,1
RctPlayer_7,5,2,5824,768,1,1
RctPlayer_7,6,2,5952,768,1,1
RctPlayer_7,7,2,6080,768,1,1
RctPlayer_7,8,2,6208,768,1,1
RctPlayer_7,0,3,5184,896,1,1
RctPlayer_7,1,3,5312,896,1,1
RctPlayer_7,2,3,5440,896,1,1
RctPlayer_7,3,3,5568,896,1,1
RctPlayer_7,4,3,5696,896,1,1
RctPlayer_7,5,3,5824,896,1,1
RctPlayer_7,6,3,5952,896,1,1
RctPlayer_7,7,3,6080,896,1,1
RctPlayer_7,8,3,6208,896,1,1
RctPlayer_7,0,4,5184,1024,1,1
RctPlayer_7,1,4,5312,1024,1,1
RctPlayer_7,2,4,5440,1024,1,1
RctPlayer_7,3,4,5568,1024,1,1
RctPlayer_7,4,4,5696,1024,1,1
RctPlayer_7,5,4,5824,1024,1,1
RctPlayer_7,6,4,5952,1024,1,1
RctPlayer_7,7,4,6080,1024,1,1
RctPlayer_7,8,4,6208,1024,1,1
RctPlayer_7,0,5,5184,1152,1,1
RctPlayer_7,1,5,5312,1152,1,1
RctPlayer_7,2,5,5440,1152,1,1
RctPlayer_7,3,5,5568,1152,1,1
RctPlayer_7,4,5,5696,1152,1,1
RctPlayer_7,5,5,5824,1152,1,1
RctPlayer_7,6,5,5952,1152,1,1
RctPlayer_7,7,5,6080,1152,1,1
RctPlayer_7,8,5,6208,1152,1,1
RctPlayer_7,0,6,5184,1280,1,1
RctPlayer_7,1,6,5312,1280,1,1
RctPlayer_7,2,6,5440,1280,1,1
RctPlayer_7,3,6,5568,1280,1,1
RctPlayer_7,4,6,5696,1280,1,1
RctPlayer_7,5,6,5824,1280,1,1
RctPlayer_7,6,6,5952,1280,1,1
RctPlayer_7,7,6,6080,1280,1,1
RctPlayer_7,8,6,6208,1280,1,1
RctPlayer_7,0,7,5184,1408,1,1
RctPlayer_7,1,7,5312,1408,1,1
RctPlayer_7,2,7,5440,1408,1,1
RctPlayer_7,3,7,5568,1408,1,1
RctPlayer_7,4,7,5696,1408,1,1
RctPlayer_7,5,7,5824,1408,1,1
RctPlayer_7,6,7,5952,1408,1,1
RctPlayer_7,7,7,6080,1408,1,1
RctPlayer_7,8,7,6208,1408,1,1
RctPlayer_7,0,8,5184,1536,1,1
RctPlayer_7,1,8,5312,1536,1,1
RctPlayer_7,2,8,5440,1536,1,1
RctPlayer_7,3,8,5568,1536,1,1
RctPlayer_7,4,8,5696,1536,1,1
RctPlayer_7,5,8,5824,1536,1,1
RctPlayer_7,6,8,5952,1536,1,1
RctPlayer_7,7,8,6080,1536,1,1
RctPlayer_7,8,8,6208,1536,1,1
RctPlayer_7,0,9,5184,1664,1,1
RctPlayer_7,1,9,5312,1664,1,1
RctPlayer_7,2,9,5440,1664,1,1
RctPlayer_7,3,9,5568,1664,1,1
RctPlayer_7,4,9,5696,1664,1,1
RctPlayer_7,5,9,5824,1664,1,1
RctPlayer_7,6,9,5952,1664,1,1
RctPlayer_7,7,9,6080,1664,1,1
RctPlayer_7,8,9,6208,1664,1,1
RctPlayer_7,0,10,5184,1792,1,1
RctPlayer_7,1,10,5312,1792,1,1
RctPlayer_7,2,10,5440,1792,1,1
RctPlayer_7,3,10,5568,1792,1,1
RctPlayer_7,4,10,5696,1792,1,1
RctPlayer_7,5,10,5824,1792,1,1
RctPlayer_7,6,10,5952,1792,1,1
RctPlayer_7,7,10,6080,1792,1,1
RctPlayer_7,8,10,6208,1792,1,1
RctPlayer_7,0,11,5184,1920,1,1
RctPlayer_7,1,11,5312,1920,1,1
RctPlayer_7,2,11,5440,1920,1,1
RctPlayer_7,3,11,5568,1920,1,1
RctPlayer_7,4,11,5696,1920,1,1
RctPlayer_7,5,11,5824,1920,1,1
RctPlayer_7,6,11,5952,1920,1,1
RctPlayer_7,7,11,6080,1920,1,1
RctPlayer_7,8,11,6208,1920,1,1
RctPlayer_7,0,12,5184,2048,1,1
RctPlayer_7,1,12,5312,2048,1,1
RctPlayer_7,2,12,5440,2048,1,1
RctPlayer_7,3,12,5568,2048,1,1
RctPlayer_7,4,12,5696,2048,1,1
RctPlayer_7,5,12,5824,2048,1,1
RctPlayer_7,6,12,5952,2048,1,1
RctPlayer_7,7,12,6080,2048,1,1
RctPlayer_7,8,12,6208,2048,1,1
RctPlayer_7,0,13,5184,2176,1,1
RctPlayer_7,1,13,5312,2176,1,1
RctPlayer_7,2,13,5440,2176,1,1
RctPlayer_7,3,13,5568,2176,1,1
RctPlayer_7,4,13,5696,2176,1,1
RctPlayer_7,5,13,5824,2176,1,1
RctPlayer_7,6,13,5952,2176,1,1
RctPlayer_7,7,13,6080,2176,1,1
RctPlayer_7,8,13,6208,2176,1,1
RctPlayer_7,0,14,5184,2304,1,1
RctPlayer_7,1,14,5312,2304,1,1
RctPlayer_7,2,14,5440,2304,1,1
RctPlayer_7,3,14,5568,2304,1,1
RctPlayer_7,4,14,5696,2304,1,1
RctPlayer_7,5,14,5824,2304,1,1
RctPlayer_7,6,14,5952,2304,1,1
RctPlayer_7,7,14,6080,2304,1,1
RctPlayer_7,8,14,6208,2304,1,1
RctPlayer_7,0,15,5184,2432,1,1
RctPlayer_7,1,15,5312,2432,1,1
RctPlayer_7,2,15,5440,2432,1,1
RctPlayer_7,3,15,5568,2432,1,1
RctPlayer_7,4,15,5696,2432,1,1
RctPlayer_7,5,15,5824,2432,1,1
RctPlayer_7,6,15,5952,2432,1,1
RctPlayer_7,7,15,6080,2432,1,1
RctPlayer_7,8,15,6208,2432,1,1
